index,peoplepower21_url,name,experience,블로그,트위터,페이스북,party,소속위원회,지역,성별,대수,당선횟수,당선방법,MEMBER_NO
박정+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=993,박정,"제20대 국회의원(경기 파주시을),제19대 대통령선거 더불어민주당 문재인 후보 중앙선거대책위원회 총괄부본부장",http://blog.naver.com/pjkorea21c,pjkorea21c,https://www.facebook.com/pjkorea21c,더불어민주당,문화체육관광위원회,경기 파주시을,남,제21대,재선,지역구,2100000000104
박주민+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=888,박주민,"더불어민주당 최고위원,은평갑 국회의원",http://joomincenter.com/,yoeman6310,https://www.facebook.com/eunpyoung.joomin,더불어민주당,법제사법위원회,서울 은평구갑,남,제21대,재선,지역구,2100000000105
박진+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=104,박진,"국회외교통상통일위원장,청와대 공보ㆍ정무 비서관",https://blog.naver.com/parkjin916,,https://www.facebook.com/parkjin.official,국민의힘,외교통일위원회,서울 강남구을,남,제21대,4선,지역구,2100000000106
박찬대+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=913,박찬대,"국회의원,더불어민주당 원내대변인",http://blog.naver.com/starhanmia,,https://www.facebook.com/whiparam,더불어민주당,교육위원회,인천 연수구갑,남,제21대,재선,지역구,2100000000107
박형수+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1142,박형수,"대구지방검찰청 부장검사,미래통합당 법률자문위원",https://blog.naver.com/hyeungsoo1,,https://www.facebook.com/profile.php?id=100010259075978,국민의힘,기획재정위원회,경북 영주시영양군봉화군울진군,남,제21대,초선,지역구,2100000000108
박홍근+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=710,박홍근,"국회의원(제19대, 20대),더불어민주당 원내수석부대표",http://blog.naver.com/bakhonggeun,maumgil,https://www.facebook.com/maumgil,더불어민주당,기획재정위원회,서울 중랑구을,남,제21대,3선,지역구,2100000000109
배준영+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1075,배준영,"제20대 국회의원선거 후보 (중구동구강화군옹진군선거구),대한민국 국회 부대변인(2급상당)",https://blog.naver.com/jyb116,,https://www.facebook.com/jyb116,국민의힘,기획재정위원회,인천 중구강화군옹진군,남,제21대,초선,지역구,2100000000110
배현진+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1059,배현진,"MBC 뉴스데스크 앵커,미래통합당 중앙선거대책위원회 대변인",https://blog.naver.com/trustbhj,,https://www.facebook.com/trustbae83,국민의힘,문화체육관광위원회,서울 송파구을,여,제21대,초선,지역구,2100000000112
백종헌+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1066,백종헌,"부산광역시의회 제7대의장,자유한국당 금정구 당협위원장",https://blog.naver.com/jh100bs,,https://www.facebook.com/profile.php?id=100046211020787,국민의힘,보건복지위원회,부산 금정구,남,제21대,초선,지역구,2100000000113
백혜련+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=981,백혜련,"더불어민주당 대변인,제20대 수원시을 국회의원,",http://blog.naver.com/100hyeryun,100HyeRyun,https://www.facebook.com/100hyeryun1,더불어민주당,행정안전위원회,경기 수원시을,여,제21대,재선,지역구,2100000000114
변재일+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=389,변재일,"국회의원,더불어민주당 충청북도당 위원장",http://blog.naver.com/open1197news,byunjaeill,https://www.facebook.com/open1197,더불어민주당,과학기술정보방송통신위원회,충북 청주시청원구,남,제21대,5선,지역구,2100000000115
서동용+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1137,서동용,"민주사회를 위한 변호사회(민변)변호사,더불어민주당 정책위원회 부의장",https://blog.naver.com/dyongseo,,https://www.facebook.com/dyongseo,더불어민주당,교육위원회,전남 순천시광양시곡성군구례군을,남,제21대,초선,지역구,2100000000116
서범수+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1091,서범수,"울산지방경찰청장,미래통합당 울주군 당협위원장",https://blog.naver.com/bumsoo917,,https://www.facebook.com/suhbumsoo,국민의힘,행정안전위원회,울산 울주군,남,제21대,초선,지역구,2100000000117
서병수+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=112,서병수,"부산광역시장,4선 국회의원",https://blog.naver.com/suhbs8680,bsy8680,https://www.facebook.com/suhbyungsoo,국민의힘,기획재정위원회,부산 부산진구갑,남,제21대,5선,지역구,2100000000118
서삼석+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1034,서삼석,"민선 3·4·5기 무안군수,제20대 국회의원(영암군무안군신안군)",https://blog.naver.com/3s0011,,https://www.facebook.com/3s0011,더불어민주당,농림축산식품해양수산위원회,전남 영암군무안군신안군,남,제21대,재선,지역구,2100000000119
서영석+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1101,서영석,"더불어민주당 중앙당 부대변인,부천시 약사회장",http://blog.daum.net/guseng,unclevitamin,https://www.facebook.com/ojungvitamin,더불어민주당,보건복지위원회,경기 부천시정,남,제21대,초선,지역구,2100000000121
서일준+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1148,서일준,"거제시 부시장,대통령실 행정관",http://blog.naver.com/greatgeoje,,https://www.facebook.com/greatgeoje,국민의힘,기획재정위원회,경남 거제시,남,제21대,초선,지역구,2100000000122
설훈+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=117,설훈,"19, 20대 부천시을 국회의원,더불어민주당 최고위원",http://blog.naver.com/sulhoon21,sulhoon,https://www.facebook.com/sulhoon,더불어민주당,국방위원회,경기 부천시을,남,제21대,5선,지역구,2100000000124
성일종+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1006,성일종,"미래통합당 원내대변인,미세먼지 문제 해결을 위한 국가기후환경회의 위원",https://blog.naver.com/sij5140,,https://www.facebook.com/sij5140,국민의힘,국방위원회,충남 서산시태안군,남,제21대,재선,지역구,2100000000125
소병철+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1136,소병철,"고등검사장,더불어민주당중앙선대위 법률지원단장",https://blog.naver.com/sbcpr,,https://www.facebook.com/sobyungchul20,더불어민주당,법제사법위원회,전남 순천시광양시곡성군구례군갑,남,제21대,초선,지역구,2100000000126
소병훈+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=997,소병훈,"제20대 국회의원(광주시갑),더불어민주당 제2사무부총장(조직)",http://blog.naver.com/sotongsa,sotongsa,https://www.facebook.com/sotongsa1,더불어민주당,국토교통위원회,경기 광주시갑,남,제21대,재선,지역구,2100000000127
송갑석+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1029,송갑석,"국회의원,더불어민주당 중앙당 대변인",https://blog.naver.com/kssong3928,,https://www.facebook.com/songkapseok,더불어민주당,산업통상자원중소벤처기업위원회,광주 서구갑,남,제21대,재선,지역구,2100000000128
송기헌+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=999,송기헌,"서울지방검찰청 검사,국회 법제사법위원회 간사",https://blog.naver.com/peacesong1,,https://www.facebook.com/withsong,더불어민주당,법제사법위원회,강원 원주시을,남,제21대,재선,지역구,2100000000129
송석준+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=994,송석준,"미래통합당 원내부대표,미래통합당 경기도당위원장",http://icheonsarang.com/,,https://www.facebook.com/icheonsarang,국민의힘,국토교통위원회,경기 이천시,남,제21대,재선,지역구,2100000000130
송언석+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1035,송언석,"기획재정부 2차관,제20대 국회의원",https://blog.naver.com/esong63,,,국민의힘,국토교통위원회,경북 김천시,남,제21대,재선,지역구,2100000000131
송영길+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=122,송영길,"민선 5기 인천광역시장,4선 국회의원(제16,17,18,20대)",https://blog.naver.com/songyounggil,Bulloger,https://www.facebook.com/songyounggil63,더불어민주당,외교통일위원회,인천 계양구을,남,제21대,5선,지역구,2100000000132
송옥주+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=938,송옥주,"국회의원,더불어민주당 화성갑 지역위원장",https://blog.naver.com/songok4740,,https://www.facebook.com/okju.song.52,더불어민주당,환경노동위원회,경기 화성시갑,여,제21대,재선,지역구,2100000000133
송재호+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1149,송재호,"대통령직속 국가균형발전위원회 위원장,제주대학교 교수",http://blog.daum.net/song.jeju/,,https://www.facebook.com/song.jeju2,더불어민주당,정무위원회,제주 제주시갑,남,제21대,초선,지역구,2100000000134
신동근+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=920,신동근,"제20대 인천서구을 국회의원,인천광역시 정무부시장",https://blog.naver.com/skdc2875,skdc2875,https://www.facebook.com/shindonggen,더불어민주당,국토교통위원회,인천 서구을,남,제21대,재선,지역구,2100000000135
신정훈+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=873,신정훈,"더불어민주당 국회의원,문재인대통령 청와대 비서관",https://blog.naver.com/newnaju21,newnaju21,https://www.facebook.com/newnaju21,더불어민주당,산업통상자원중소벤처기업위원회,전남 나주시화순군,남,제21대,재선,지역구,2100000000138
심상정+정의당,https://watch.peoplepower21.org/?mid=Member&member_seq=506,심상정,"국회의원,정의당 대표",https://blog.naver.com/713sim,sangjungsim,https://www.facebook.com/simsangjung,정의당,국토교통위원회,경기 고양시갑,여,제21대,4선,지역구,2100000000140
안규백+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=601,안규백,"제20대 동대문구갑 국회의원,국회 국방위원장",http://blog.naver.com/agbhope,agbhope,https://www.facebook.com/AGBhope,더불어민주당,국방위원회,서울 동대문구갑,남,제21대,4선,지역구,2100000000141
안민석+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=399,안민석,"제19대 대선 문재인후보 선대위 직능본부장,제20대 국회의원(국회 문화체육관광위원장)",http://blog.naver.com/ams0506,eduhimang,https://www.facebook.com/osan21,더불어민주당,교육위원회,경기 오산시,남,제21대,5선,지역구,2100000000142
안병길+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1062,안병길,"부산일보 대표이사 사장,한국지방신문협회 회장",https://blog.naver.com/anbg02,,https://www.facebook.com/AnByunggil,국민의힘,농림축산식품해양수산위원회,부산 서구동구,남,제21대,초선,지역구,2100000000143
안호영+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1017,안호영,"제20대 국회의원,더불어민주당 전라북도당위원장",http://blog.naver.com/lawanhoyoung,,https://www.facebook.com/ahnho065,더불어민주당,환경노동위원회,전북 완주군진안군무주군장수군,남,제21대,재선,지역구,2100000000144
양금희+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1071,양금희,"한국여성유권자연맹 중앙회장,대검찰청 수사심의위원회 위원",https://blog.naver.com/ygoldh8999,,https://www.facebook.com/profile.php?id=100046764070367,국민의힘,산업통상자원중소벤처기업위원회,대구 북구갑,여,제21대,초선,지역구,2100000000146
양기대+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1103,양기대,"광명시장,국립한국교통대학교 특임교수",https://blog.naver.com/kdyang62,ykd21,https://www.facebook.com/kdyang62,더불어민주당,행정안전위원회,경기 광명시을,남,제21대,초선,지역구,2100000000147
양향자+무소속,https://watch.peoplepower21.org/?mid=Member&member_seq=1081,양향자,"더불어민주당 최고위원,국가공무원인재개발원 원장",https://blog.naver.com/bestwest1967,bestwest1967,https://www.facebook.com/bestwest1967,무소속,기획재정위원회,광주 서구을,여,제21대,초선,지역구,2100000000150
엄태영+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1125,엄태영,"제천시장,미래통합당 제천시단양군 당원협의회 운영위원장",https://blog.naver.com/ty2394,,,국민의힘,산업통상자원중소벤처기업위원회,충북 제천시단양군,남,제21대,초선,지역구,2100000000152
오기형+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1048,오기형,"더불어민주당 일본경제침략대책특별위원회 위원,더불어민주당 서울 도봉을 지역위원회 위원장",https://blog.naver.com/okgihyoung,vic_ohgh,https://www.facebook.com/OH.GiHyoung,더불어민주당,정무위원회,서울 도봉구을,남,제21대,초선,지역구,2100000000153
오영환+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1097,오영환,"중앙119구조본부 수도권특수구조대,정당인",https://blog.naver.com/119heartsaver,heartsaver119,https://www.facebook.com/119heartsaver,더불어민주당,행정안전위원회,경기 의정부시갑,남,제21대,초선,지역구,2100000000154
오영훈+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=965,오영훈,"더불어민주당 원내대변인,더불어민주당 정책위원회 상임부의장",http://blog.naver.com/younghun3706,,https://www.facebook.com/younghun21,더불어민주당,행정안전위원회,제주 제주시을,남,제21대,재선,지역구,2100000000155
우상호+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=407,우상호,"더불어민주당 원내대표,20대 국회의원",http://www.woosangho.com/,woosangho2,https://www.facebook.com/woosangho,더불어민주당,과학기술정보방송통신위원회,서울 서대문구갑,남,제21대,4선,지역구,2100000000157
우원식+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=478,우원식,"더불어민주당 원내대표,(사)홍범도장군기념사업회 이사장",https://woowonshik.tistory.com/,wonsikw,https://www.facebook.com/wonsikw,더불어민주당,기획재정위원회,서울 노원구을,남,제21대,4선,지역구,2100000000158
위성곤+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=966,위성곤,"제20대 국회의원,제주특별자치도의회 제 8,9,10대 의원",https://blog.naver.com/wishjeju,wisg1128,https://www.facebook.com/seogwipowsg,더불어민주당,농림축산식품해양수산위원회,제주 서귀포시,남,제21대,재선,지역구,2100000000159
유경준+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1057,유경준,"KDI 수석이코노미스트,15대 통계청장",https://blog.naver.com/gangnamforyou,,https://www.facebook.com/gangnamforyou,국민의힘,기획재정위원회,서울 강남구병,남,제21대,초선,지역구,2100000000160
유기홍+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=413,유기홍,"제17, 19대 국회의원,더불어민주당 교육특별위원회 위원장",https://blog.naver.com/youngkor,yookihong,https://www.facebook.com/58kihong,더불어민주당,외교통일위원회,서울 관악구갑,남,제21대,3선,지역구,2100000000161
유동수+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=918,유동수,"대한민국 국회 정무위원회 더불어민주당 간사,더불어민주당 원내부대표",http://blog.naver.com/newds61,,https://www.facebook.com/newds2016,더불어민주당,정무위원회,인천 계양구갑,남,제21대,재선,지역구,2100000000162
유상범+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1122,유상범,"제33대 창원지방검찰청 검사장,법무법인 문평 대표변호사",https://blog.naver.com/sbyoo64,,https://www.facebook.com/profile.php?id=100046966037748,국민의힘,법제사법위원회,강원 홍천군횡성군영월군평창군,남,제21대,초선,지역구,2100000000163
유의동+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=869,유의동,"국회의원(19,20대),국회 정무위원회 법안심사제2소위원회 위원장",http://yueuidong.com/,,https://www.facebook.com/euidongyu,국민의힘,정무위원회,경기 평택시을,남,제21대,3선,지역구,2100000000164
윤건영+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1051,윤건영,"문재인정부 대통령비서실 국정기획상황실장,노무현정부 대통령비서실 정무기획비서관",https://blog.naver.com/yky2015,yky2015,https://www.facebook.com/yky2015,더불어민주당,외교통일위원회,서울 구로구을,남,제21대,초선,지역구,2100000000166
윤관석+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=738,윤관석,"제19, 20대 국회의원(남동구을),국회 국토교통위원회 간사",http://blog.naver.com/winneryks,,https://www.facebook.com/ysj2005,더불어민주당,정무위원회,인천 남동구을,남,제21대,3선,지역구,2100000000167
윤두현+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1143,윤두현,"대통령비서실 홍보수석 비서관,자유한국당 경산시 당원협의회 위원장",https://blog.naver.com/yoondhno1,,https://www.facebook.com/yoondhno1,국민의힘,정무위원회,경북 경산시,남,제21대,초선,지역구,2100000000168
윤상현+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=611,윤상현,"인천 미추홀구을 국회의원,미국 존스홉킨스대학교 국제관계대학원 초빙조교수",https://blog.naver.com/shoon1962,sanghyun_yoon,https://www.facebook.com/yoonsanghyun1962,국민의힘,문화체육관광위원회,인천 동구미추홀구을,남,제21대,4선,지역구,2100000000170
윤영덕+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1079,윤영덕,"문재인대통령 청와대 행정관,더불어민주당 광주동남갑지역위원장",https://blog.naver.com/yyd0415v,,https://www.facebook.com/yoonyd,더불어민주당,교육위원회,광주 동구남구갑,남,제21대,초선,지역구,2100000000171
윤영석+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=780,윤영석,"국회의원,자유한국당 수석대변인",http://www.hangomy.co.kr/,,https://www.facebook.com/yyshangomy,국민의힘,산업통상자원중소벤처기업위원회,경남 양산시갑,남,제21대,3선,지역구,2100000000172
윤영찬+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1095,윤영찬,"문재인대통령비서실 국민소통수석비서관,네이버 부사장",https://blog.naver.com/yyc8361,yyc1964,https://www.facebook.com/youngchan.yoon.18,더불어민주당,과학기술정보방송통신위원회,경기 성남시중원구,남,제21대,초선,지역구,2100000000173
윤재갑+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1138,윤재갑,"더불어민주당 전남도당 해남·완도·진도 지역위원장,해군 군수사령관",,,https://www.facebook.com/jacobsyoon55,더불어민주당,농림축산식품해양수산위원회,전남 해남군완도군진도군,남,제21대,초선,지역구,2100000000174
윤재옥+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=735,윤재옥,"대구 달서구을 국회의원,경기지방경찰청장",https://blog.naver.com/7882579,yunjaeok,https://www.facebook.com/yunjaeok,국민의힘,정무위원회,대구 달서구을,남,제21대,3선,지역구,2100000000175
윤준병+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1131,윤준병,"서울시 행정1부시장,더불어민주당 정읍고창지역위원장",https://blog.naver.com/jb870053,theminjb,https://www.facebook.com/joonbyeong.yoon,더불어민주당,환경노동위원회,전북 정읍시고창군,남,제21대,초선,지역구,2100000000177
윤한홍+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=968,윤한홍,"경상남도 행정부지사,대통령실 행정자치 비서관",http://blog.naver.com/uhh609,,https://www.facebook.com/uhh609,국민의힘,법제사법위원회,경남 창원시마산회원구,남,제21대,재선,지역구,2100000000179
윤호중+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=418,윤호중,"제20대 구리시 국회의원,더불어민주당 사무총장",http://blog.naver.com/hjyun327,dpcorea,https://www.facebook.com/hojung.yun,더불어민주당,국방위원회,경기 구리시,남,제21대,4선,지역구,2100000000180
윤후덕+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=798,윤후덕,"파주시갑 재선 국회의원,노무현 대통령 정책조정비서관",http://pajulove.kr/,yoons609,https://www.facebook.com/yoons609,더불어민주당,기획재정위원회,경기 파주시갑,남,제21대,3선,지역구,2100000000181
이개호+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=874,이개호,"더불어민주당 국회의원,농림축산식품부 장관",https://blog.naver.com/lgh59623,,https://www.facebook.com/LeeGaeHo,더불어민주당,농림축산식품해양수산위원회,전남 담양군함평군영광군장성군,남,제21대,3선,지역구,2100000000183
이광재+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=421,이광재,"35대 강원도지사,17·18대 국회의원",https://www.yeskj.kr/,yeslkj,https://www.facebook.com/MrYeskj,더불어민주당,외교통일위원회,강원 원주시갑,남,제21대,3선,지역구,2100000000184
이달곤+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=614,이달곤,"행정안전부 장관,청와대 정무수석비서관",https://band.us/@dalgon,dalgon1953,https://www.facebook.com/profile.php?id=100005639701391,국민의힘,보건복지위원회,경남 창원시진해구,남,제21대,재선,지역구,2100000000187
이만희+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=980,이만희,"제20대 국회 미래통합당 원내대변인,경기지방경찰청 청장",http://blog.naver.com/yc20002,yc20002,https://www.facebook.com/yc20002,국민의힘,농림축산식품해양수산위원회,경북 영천시청도군,남,제21대,재선,지역구,2100000000189
이명수+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=615,이명수,"국회 보건복지위원회 위원장,국회의원",http://www.mslee.co.kr/,asanworld,https://www.facebook.com/asanpride,국민의힘,행정안전위원회,충남 아산시갑,남,제21대,4선,지역구,2100000000190
이병훈+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1080,이병훈,문재인대통령후보 광주총괄선대본부장,https://blog.naver.com/leebh0318,leebh0318,https://www.facebook.com/lbh0318,더불어민주당,문화체육관광위원회,광주 동구남구을,남,제21대,초선,지역구,2100000000191
이상민+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=430,이상민,"국회의원,제19대 국회 법제사법위원회 위원장",https://blog.naver.com/lawlsm2016,esangmin,https://www.facebook.com/esangmin,더불어민주당,외교통일위원회,대전 유성구을,남,제21대,5선,지역구,2100000000192
이상직+무소속,https://watch.peoplepower21.org/?mid=Member&member_seq=762,이상직,"중소벤처기업진흥공단 이사장,문재인대통령 직속 일자리위원회 위원",https://blog.naver.com/bestace2020,Ace_hope,https://www.facebook.com/acehope,무소속,국방위원회,전북 전주시을,남,제21대,재선,지역구,2100000000193
이상헌+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1030,이상헌,"제20대 국회의원,더불어민주당 울산광역시당위원장",https://blog.naver.com/leesh_2018,,https://www.facebook.com/thethethe0613,더불어민주당,문화체육관광위원회,울산 북구,남,제21대,재선,지역구,2100000000194
이성만+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1078,이성만,"인천대 도시행정학과 겸임교수,더불어민주당 부평구갑 지역위원장",http://www.smlee6409.blog.me,smlee6409,https://www.facebook.com/leesungman61,더불어민주당,산업통상자원중소벤처기업위원회,인천 부평구갑,남,제21대,초선,지역구,2100000000195
이소영+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1110,이소영,"대통령직속 국가기후환경회의 저감위원회 전문위원,김앤장 법률사무소 변호사",https://blog.naver.com/soyoung8lee,,https://www.facebook.com/imsoyoung.kr,더불어민주당,산업통상자원중소벤처기업위원회,경기 의왕시과천시,여,제21대,초선,지역구,2100000000196
이양수+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1001,이양수,"청와대 정무수석실 행정관,제20대 국회의원",http://blog.naver.com/2yangs6288,2yangs6288,https://www.facebook.com/2yangs6288,국민의힘,농림축산식품해양수산위원회,강원 속초시인제군고성군양양군,남,제21대,재선,지역구,2100000000199
이용빈+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1084,이용빈,"문재인대통령 직속 국가균형발전위원회 자문위원,문재인대통령후보 광주공동선거대책위원장",https://blog.naver.com/fmdoc4u,GwangJu_MrBin,https://www.facebook.com/chungsana,더불어민주당,과학기술정보방송통신위원회,광주 광산구갑,남,제21대,초선,지역구,2100000000202
이용선+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1049,이용선,"문재인정부 청와대 시민사회수석,민주통합당 공동대표",https://blog.naver.com/2020yslee,,https://www.facebook.com/yslee9282,더불어민주당,외교통일위원회,서울 양천구을,남,제21대,초선,지역구,2100000000203
이용우+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1109,이용우,"한국카카오은행 공동대표,더불어민주당 규제혁신특별위원회 위원장",https://blog.naver.com/ywlee9501,minjoolee2020,https://www.facebook.com/minjoolee2020,더불어민주당,정무위원회,경기 고양시정,남,제21대,초선,지역구,2100000000204
이용호+무소속,https://watch.peoplepower21.org/?mid=Member&member_seq=1015,이용호,"국회의원,국회 국토교통위원회, 국회 예산결산특별위원회 위원",http://blog.naver.com/614lyh,,,무소속,보건복지위원회,전북 남원시임실군순창군,남,제21대,재선,지역구,2100000000205
이원욱+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=794,이원욱,"20대 국회의원,노무현재단 기획위원",http://blog.naver.com/ewon33,ewon33,https://www.facebook.com/ewon33,더불어민주당,과학기술정보방송통신위원회,경기 화성시을,남,제21대,3선,지역구,2100000000206
이원택+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1132,이원택,"문재인대통령 비서실 행정관,전라북도 정무부지사",http://blog.naver.com/we1taeg,,https://www.facebook.com/we1taeg,더불어민주당,농림축산식품해양수산위원회,전북 김제시부안군,남,제21대,초선,지역구,2100000000207
이인영+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=438,이인영,"더불어민주당 원내대표,국회의원(17대, 19대)",https://blog.naver.com/liy1964,lee_inyoung,https://www.facebook.com/bigbang1003,더불어민주당,기획재정위원회,서울 구로구갑,남,제21대,4선,지역구,2100000000209
이장섭+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1124,이장섭,"충청북도 정무부지사,청와대 산업정책비서관실 선임행정관",https://blog.naver.com/sir21c,,https://www.facebook.com/sir21c,더불어민주당,산업통상자원중소벤처기업위원회,충북 청주시서원구,남,제21대,초선,지역구,2100000000210
이재정+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=940,이재정,"더불어민주당 국회의원,더불어민주당 대변인",http://blog.naver.com/leejjlaw,lovelylawyerjj,https://www.facebook.com/leejjlaw,더불어민주당,외교통일위원회,경기 안양시동안구을,여,제21대,재선,지역구,2100000000211
이종배+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=871,이종배,"충주시장,제20대 국회의원",https://blog.naver.com/victoryljb,leejongbae1026,https://www.facebook.com/victoryleejb,국민의힘,국토교통위원회,충북 충주시,남,제21대,3선,지역구,2100000000213
이주환+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1067,이주환,"미래통합당 연제구 조직위원장,미래통합당 부산시당 수석대변인",https://blog.naver.com/leejoohwan3,,https://www.facebook.com/Lee.Joo.Hwan,국민의힘,산업통상자원중소벤처기업위원회,부산 연제구,남,제21대,초선,지역구,2100000000215
이채익+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=747,이채익,"제20대 국회의원,제20대 국회 행정안전위원회 간사",https://blog.naver.com/ulsanceo,lci8572,https://www.facebook.com/cheik.lee,국민의힘,문화체육관광위원회,울산 남구갑,남,제21대,3선,지역구,2100000000216
이철규+국민의힘,https://watch.peoplepower21.org/?mid=Member&member_seq=1000,이철규,"제20대 국회의원,제25대 경기지방경찰청장",http://blog.naver.com/cglee7,,https://www.facebook.com/dslove.assembly,국민의힘,산업통상자원중소벤처기업위원회,강원 동해시태백시삼척시정선군,남,제21대,재선,지역구,2100000000217
이탄희+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=1115,이탄희,"서울중앙지방법원 판사,공익인권법재단 공감 소속변호사",https://blog.naver.com/lee_tanhi,lee_tanhi,https://www.facebook.com/lee.tahney,더불어민주당,교육위원회,경기 용인시정,남,제21대,초선,지역구,2100000000218
이학영+더불어민주당,https://watch.peoplepower21.org/?mid=Member&member_seq=796,이학영,"군포시을 더불어민주당 국회의원,한국YMCA 전국연맹 사무총장",https://blog.naver.com/leehackyoung,hackyoung1,https://www.facebook.com/hackyoung1,더불어민주당,산업통상자원중소벤처기업위원회,경기 군포시,남,제21대,3선,지역구,2100000000220
